kh1,c/beta_l
6.706766917293233154e-02,1.158121900102672353e+00
6.729323308270677984e-02,1.157785103474625821e+00
6.737132414376115208e-02,1.157669172932330959e+00
6.751879699248121425e-02,1.157444911845697533e+00
6.774436090225564866e-02,1.157106212216997942e+00
6.796992481203008307e-02,1.156774252098898170e+00
6.819548872180451748e-02,1.156448837492581205e+00
6.837739618282093201e-02,1.156190476190476213e+00
6.842105263157895190e-02,1.156126812403821758e+00
6.864661654135338631e-02,1.155798767030113527e+00
6.887218045112782072e-02,1.155477243315709224e+00
6.909774436090225513e-02,1.155162053582523551e+00
6.932330827067670342e-02,1.154853017250034863e+00
6.942724886617909763e-02,1.154711779448621689e+00
6.954887218045113784e-02,1.154541690310375124e+00
6.977443609022557225e-02,1.154229431542236117e+00
7.000000000000000666e-02,1.153923332043362393e+00
7.022556390977444107e-02,1.153623215867377372e+00
7.045112781954887549e-02,1.153328913674201317e+00
7.052497619696913855e-02,1.153233082706766943e+00
7.067669172932330990e-02,1.153029926187545406e+00
7.090225563909774431e-02,1.152731783691741452e+00
7.112781954887219260e-02,1.152439490241064401e+00
7.135338345864662701e-02,1.152152879561952004e+00
7.157894736842107530e-02,1.151871791594923478e+00
7.167386203401959754e-02,1.151754385964912419e+00
7.180451127819549584e-02,1.151587131435120481e+00
7.203007518796994413e-02,1.151301541103799897e+00
7.225563909774437854e-02,1.151021538169540559e+00
7.248120300751879908e-02,1.150746964132055350e+00
7.270676691729321961e-02,1.150477666403366461e+00
7.287839535300937033e-02,1.150275689223057674e+00
7.293233082706766790e-02,1.150209779507615604e+00
7.315789473684211619e-02,1.149935251100527633e+00
7.338345864661655060e-02,1.149666094830599450e+00
7.360902255639098501e-02,1.149402158160216736e+00
7.383458646616541943e-02,1.149143294248226033e+00
7.406015037593985384e-02,1.148889361686692645e+00
7.414272364219262612e-02,1.148796992481203150e+00
7.428571428571428825e-02,1.148630323979338286e+00
7.451127819548872266e-02,1.148370609096816430e+00
7.473684210526315708e-02,1.148115948432758548e+00
7.496240601503759149e-02,1.147866199180947788e+00
7.518796992481203978e-02,1.147621223843179994e+00
7.541353383458647419e-02,1.147380889985102126e+00
7.547253567465227186e-02,1.147318295739348404e+00
7.563909774436090860e-02,1.147133445827627662e+00
7.586466165413534302e-02,1.146886701287848531e+00
7.609022556390979131e-02,1.146644749978087852e+00
7.631578947368421184e-02,1.146407456610982312e+00
7.654135338345864625e-02,1.146174690923424277e+00
7.676691729323308067e-02,1.145946327445635404e+00
7.687324493229347189e-02,1.145839598997493880e+00
7.699248120300752896e-02,1.145713820315899856e+00
7.721804511278196337e-02,1.145478309434949660e+00
7.744360902255639778e-02,1.145247384843814498e+00
7.766917293233083219e-02,1.145020916668955335e+00
7.789473684210526661e-02,1.144798779876968542e+00
7.812030075187970102e-02,1.144580854051335583e+00
7.834586466165413543e-02,1.144367023181413368e+00
7.835232114750009802e-02,1.144360902255639134e+00
7.857142857142856984e-02,1.144141534877636701e+00
7.879699248120301813e-02,1.143920005724341271e+00
7.902255639097745255e-02,1.143702782961186326e+00
7.924812030075188696e-02,1.143489744763878768e+00
7.947368421052632137e-02,1.143280773844685960e+00
7.969924812030075578e-02,1.143075757243340096e+00
7.991610865354052684e-02,1.142882205513784610e+00
7.992481203007520407e-02,1.142873949753765217e+00
8.015037593984962461e-02,1.142660173828450976e+00
8.037593984962405902e-02,1.142450608219256036e+00
8.060150375939850731e-02,1.142245132124856566e+00
8.082706766917294172e-02,1.142043629307247121e+00
8.105263157894737613e-02,1.141845987878394197e+00
8.127819548872181055e-02,1.141652100098744071e+00
8.150375939849624496e-02,1.141461862186829990e+00
8.157334484663519847e-02,1.141403508771929864e+00
8.172932330827067937e-02,1.141263591129249910e+00
8.195488721804511378e-02,1.141064059584516510e+00
8.218045112781954820e-02,1.140868462762520519e+00
8.240601503759398261e-02,1.140676687531239297e+00
8.263157894736843090e-02,1.140488625042145321e+00
8.285714285714286531e-02,1.140304170529473193e+00
8.308270676691729972e-02,1.140123223120666163e+00
8.330827067669173414e-02,1.139945685657286489e+00
8.333485077540765673e-02,1.139924812030075341e+00
8.353383458646616855e-02,1.139756331593016370e+00
8.375939849624060296e-02,1.139568744749965612e+00
8.398496240601503737e-02,1.139384890811208306e+00
8.421052631578945791e-02,1.139204661360846194e+00
8.443609022556392008e-02,1.139027952130199806e+00
8.466165413533835449e-02,1.138854662801464412e+00
8.488721804511278890e-02,1.138684696822416687e+00
8.511278195488722331e-02,1.138517961231451325e+00
8.521080408192910349e-02,1.138446115288220595e+00
8.533834586466167160e-02,1.138344325959910863e+00
8.556390977443609214e-02,1.138166471369408406e+00
8.578947368421052655e-02,1.137992222647742135e+00
8.601503759398496096e-02,1.137821472975096837e+00
8.624060150375940925e-02,1.137654119700016508e+00
8.646616541353384366e-02,1.137490064138116708e+00
8.669172932330827808e-02,1.137329211382345662e+00
8.691729323308271249e-02,1.137171470124035411e+00
8.714285714285714690e-02,1.137016752484026227e+00
8.721525741947805388e-02,1.136967418546366071e+00
8.736842105263158131e-02,1.136852444005025609e+00
8.759398496240602960e-02,1.136685605059068127e+00
8.781954887218045014e-02,1.136522220041552345e+00
8.804511278195489843e-02,1.136362184355000249e+00
8.827067669172933284e-02,1.136205397574838738e+00
8.849624060150376725e-02,1.136051763243416612e+00
8.872180451127820167e-02,1.135901188676103457e+00
8.894736842105263608e-02,1.135753584778651959e+00
8.917293233082707049e-02,1.135608865875066043e+00
8.936334362681139232e-02,1.135488721804511325e+00
8.939849624060150490e-02,1.135463909300673535e+00
8.962406015037593932e-02,1.135305510763017445e+00
8.984962406015040148e-02,1.135150511879951196e+00
9.007518796992482202e-02,1.134998805780723874e+00
9.030075187969927031e-02,1.134850290020229746e+00
9.052631578947369084e-02,1.134704866352316710e+00
9.075187969924812526e-02,1.134562440516887261e+00
9.097744360902255967e-02,1.134422922039824089e+00
9.120300751879699408e-02,1.134286224044844360e+00
9.142857142857142849e-02,1.134152263076464884e+00
9.165413533834587678e-02,1.134020958933316781e+00
9.167297340443267273e-02,1.134010025062656801e+00
9.187969924812031119e-02,1.133873346579527874e+00
9.210526315789474561e-02,1.133727318182992994e+00
9.233082706766918002e-02,1.133584536090905814e+00
9.255639097744361443e-02,1.133444894480108545e+00
9.278195488721804884e-02,1.133308292071349088e+00
9.300751879699248326e-02,1.133174631888024031e+00
9.323308270676691767e-02,1.133043821030134790e+00
9.345864661654136596e-02,1.132915770462343374e+00
9.368421052631580037e-02,1.132790394815115231e+00
9.390977443609023478e-02,1.132667612198016149e+00
9.413533834586466920e-02,1.132547344024303460e+00
9.416550917884883298e-02,1.132531328320802055e+00
9.436090225563910361e-02,1.132410107067580940e+00
9.458646616541353802e-02,1.132273136227980315e+00
9.481203007518797243e-02,1.132139404399334470e+00
9.503759398496239297e-02,1.132008799134135213e+00
9.526315789473685514e-02,1.131881213125138785e+00
9.548872180451128955e-02,1.131756543914999913e+00
9.571428571428572396e-02,1.131634693625369836e+00
9.593984962406015837e-02,1.131515568703950203e+00
9.616541353383459279e-02,1.131399079688131026e+00
9.639097744360902720e-02,1.131285140983959270e+00
9.661654135338346161e-02,1.131173670659287200e+00
9.684210526315789602e-02,1.131064590250053570e+00
9.686695148692690827e-02,1.131052631578947532e+00
9.706766917293233043e-02,1.130935539290134129e+00
9.729323308270677872e-02,1.130807092501874722e+00
9.751879699248121314e-02,1.130681967658641041e+00
9.774436090225563367e-02,1.130560038510468157e+00
9.796992481203008196e-02,1.130441185120401926e+00
9.819548872180453025e-02,1.130325293474804926e+00
9.842105263157895079e-02,1.130212255122172493e+00
9.864661654135337132e-02,1.130101966838064520e+00
9.887218045112781961e-02,1.129994330313964124e+00
9.909774436090226790e-02,1.129889251868104960e+00
9.932330827067670231e-02,1.129786642176468847e+00
9.954887218045113673e-02,1.129686416022339435e+00
9.977443609022557114e-02,1.129588492062928218e+00
9.980818908682460855e-02,1.129573934837092786e+00
1.000000000000000056e-01,1.129467825932546576e+00
